flight_id,route,date,aircraft,capacity,base_price
FL36715,NYC-BOS,2023-10-04,A321,180,267.42
FL36716,NYC-BOS,2023-09-01,B737,220,222.31
FL36717,NYC-LAX,2023-04-24,A321,150,408.43
FL36718,NYC-LAX,2023-11-15,A320,180,410.86
FL36719,NYC-CHI,2023-03-13,B737,180,284.67
FL36720,NYC-BOS,2023-06-10,B737,180,168.78
FL36721,LAX-SF,2023-04-25,B737,220,221.82
FL36722,LAX-SF,2023-02-16,A321,220,217.92
FL36723,NYC-CHI,2023-03-03,A321,180,385.32
FL36724,NYC-CHI,2023-05-10,A320,150,291.53
FL36725,NYC-CHI,2023-11-25,A320,180,313.94
FL36726,NYC-CHI,2023-06-09,A320,220,273.99
FL36727,NYC-LAX,2023-04-20,A320,150,352.41
FL36728,NYC-BOS,2023-08-04,A321,150,250.95
FL36729,LAX-SF,2023-12-11,A321,150,269.12
FL36730,NYC-CHI,2023-10-11,B737,180,329.88
FL36731,NYC-BOS,2023-07-15,B737,150,226.22
FL36732,LAX-SF,2023-04-24,A320,180,273.02
FL36733,LAX-SF,2023-03-14,B737,180,240.63
FL36734,LAX-SF,2023-08-12,A320,180,249.92
FL36735,NYC-CHI,2023-06-18,B737,180,325.41
FL36736,LAX-SF,2023-12-05,A321,180,250.17
FL36737,NYC-BOS,2023-03-13,A321,150,280.25
FL36738,NYC-CHI,2023-06-27,A321,220,367.27
FL36739,NYC-BOS,2023-03-22,A320,180,260.51
FL36740,LAX-SF,2023-04-26,B737,150,269.41
FL36741,LAX-SF,2023-10-31,B737,150,275.38
FL36742,NYC-LAX,2023-02-20,B737,180,378.85
FL36743,LAX-SF,2023-09-20,A320,180,248.76
FL36744,LAX-SF,2023-03-17,A321,150,238.1
FL36745,CHI-MIA,2023-10-17,A321,150,267.9
FL36746,LAX-SF,2023-03-11,A321,220,241.8
FL36747,CHI-MIA,2023-10-27,B737,180,234.86
FL36748,NYC-LAX,2023-11-12,A320,150,413.65
FL36749,LAX-SF,2023-10-29,B737,180,264.56
FL36750,CHI-MIA,2023-03-20,A321,150,199.98
FL36751,NYC-CHI,2023-06-17,B737,150,324.73
FL36752,NYC-CHI,2023-05-23,A321,150,302.82
FL36753,CHI-MIA,2023-07-25,B737,150,252.02
FL36754,NYC-LAX,2023-06-25,A321,180,455.34
FL36755,NYC-BOS,2023-11-05,A321,180,232.21
FL36756,NYC-LAX,2023-11-23,A320,220,359.73
FL36757,NYC-CHI,2023-03-09,A321,220,268.31
FL36758,NYC-LAX,2023-09-20,B737,150,421.21
FL36759,NYC-CHI,2023-06-14,B737,180,246.29
FL36760,CHI-MIA,2023-11-26,B737,150,296.01
FL36761,CHI-MIA,2023-10-23,A320,180,208.68
FL36762,CHI-MIA,2023-04-20,B737,220,245.94
FL36763,LAX-SF,2023-06-25,B737,220,233.7
FL36764,NYC-BOS,2023-05-21,A320,220,223.78
FL36765,NYC-BOS,2023-12-23,A321,150,230.37
FL36766,LAX-SF,2023-09-22,A321,150,248.3
FL36767,NYC-LAX,2023-12-15,A321,180,446.81
FL36768,NYC-BOS,2023-09-12,B737,220,256.41
FL36769,NYC-CHI,2023-02-15,A321,220,342.97
FL36770,LAX-SF,2023-11-20,A320,180,278.57
FL36771,NYC-BOS,2023-04-07,A320,220,180.85
FL36772,CHI-MIA,2023-07-27,A320,220,261.87
FL36773,NYC-LAX,2023-01-28,A321,150,331.89
FL36774,LAX-SF,2023-11-11,B737,220,240.6
FL36775,NYC-LAX,2023-07-06,A320,220,448.47
FL36776,NYC-CHI,2023-12-13,A321,150,340.11
FL36777,CHI-MIA,2023-10-03,B737,220,254.95
FL36778,NYC-BOS,2023-01-16,A320,150,217.52
FL36779,NYC-CHI,2023-05-01,A321,220,282.15
FL36780,NYC-CHI,2023-12-28,B737,180,266.91
FL36781,NYC-BOS,2023-06-20,A321,150,254.97
FL36782,NYC-BOS,2023-01-17,B737,180,244.28
FL36783,NYC-BOS,2023-01-17,A320,220,237.43
FL36784,NYC-CHI,2023-08-15,B737,150,277.43
FL36785,NYC-CHI,2023-02-17,A320,220,278.54
FL36786,CHI-MIA,2023-10-15,B737,180,248.63
FL36787,NYC-CHI,2023-10-04,B737,180,311.36
FL36788,NYC-CHI,2023-10-26,A321,180,277.18
FL36789,LAX-SF,2023-07-07,A321,220,241.06
FL36790,CHI-MIA,2023-11-07,A320,150,249.39
FL36791,NYC-LAX,2023-06-15,A320,150,430.02
FL36792,CHI-MIA,2023-07-11,A320,220,214.57
FL36793,NYC-BOS,2023-04-02,B737,220,199.08
FL36794,NYC-CHI,2023-02-08,A320,150,272.86
FL36795,NYC-LAX,2023-01-26,B737,180,355.33
FL36796,LAX-SF,2023-05-03,B737,220,268.63
FL36797,LAX-SF,2023-12-19,B737,150,289.35
FL36798,CHI-MIA,2023-09-10,B737,180,270.36
FL36799,NYC-BOS,2023-08-22,A321,220,257.45
FL36800,CHI-MIA,2023-02-05,A320,150,258.09
FL36801,NYC-BOS,2023-04-03,B737,180,262.65
FL36802,NYC-CHI,2023-02-25,B737,150,237.02
FL36803,CHI-MIA,2023-04-02,B737,180,275.4
FL36804,NYC-CHI,2023-05-28,A320,220,311.44
FL36805,NYC-LAX,2023-06-27,A321,150,355.47
FL36806,NYC-LAX,2023-07-04,A321,150,446.48
FL36807,CHI-MIA,2023-08-02,A320,180,260.55
FL36808,LAX-SF,2023-02-13,B737,180,211.15
FL36809,NYC-BOS,2023-02-08,B737,180,259.3
FL36810,NYC-CHI,2023-02-21,A320,180,278.75
FL36811,NYC-CHI,2023-12-16,A321,220,330.03
FL36812,NYC-LAX,2023-06-17,B737,180,426.44
FL36813,LAX-SF,2023-10-13,A321,180,226.47
FL36814,CHI-MIA,2023-02-14,A320,180,204.13
FL36815,LAX-SF,2023-10-21,A321,150,290.56
FL36816,NYC-CHI,2023-01-03,A320,220,263.7
FL36817,NYC-LAX,2023-01-29,A320,180,438.15
FL36818,NYC-BOS,2023-03-09,B737,150,239.02
FL36819,NYC-LAX,2023-06-23,B737,150,448.41
FL36820,LAX-SF,2023-08-15,A320,180,277.29
FL36821,LAX-SF,2023-01-16,B737,220,253.23
FL36822,CHI-MIA,2023-12-08,B737,180,246.77
FL36823,NYC-CHI,2023-12-25,A321,180,315.49
FL36824,NYC-LAX,2023-01-14,B737,180,384.36
FL36825,CHI-MIA,2023-12-12,A320,150,265.14
FL36826,LAX-SF,2023-11-21,B737,150,239.28
FL36827,CHI-MIA,2023-04-26,A320,180,226.8
FL36828,NYC-BOS,2023-10-16,A320,180,228.28
FL36829,NYC-LAX,2023-07-21,A320,220,387.32
FL36830,NYC-BOS,2023-12-17,A321,220,304.17
FL36831,NYC-BOS,2023-01-26,A320,220,170.4
FL36832,LAX-SF,2023-01-06,B737,220,258.46
FL36833,CHI-MIA,2023-05-20,A321,150,224.74
FL36834,NYC-BOS,2023-05-17,A321,150,212.86
FL36835,NYC-LAX,2023-06-20,A320,180,384.69
FL36836,NYC-CHI,2023-09-12,A320,220,299.12
FL36837,NYC-BOS,2023-10-10,A321,150,275.19
FL36838,LAX-SF,2023-10-06,A320,150,253.73
FL36839,LAX-SF,2023-10-31,A321,220,245.47
FL36840,LAX-SF,2023-04-19,A321,150,232.2
FL36841,NYC-LAX,2023-11-11,B737,180,391.26
FL36842,NYC-BOS,2023-03-28,A321,150,234.07
FL36843,NYC-LAX,2023-10-20,A320,220,326.87
FL36844,CHI-MIA,2023-08-09,B737,220,216.82
FL36845,NYC-LAX,2023-01-26,A320,180,365.43
FL36846,NYC-LAX,2023-04-15,A320,220,386.66
FL36847,NYC-LAX,2023-05-01,A321,150,419.12
FL36848,LAX-SF,2023-06-11,A321,180,265.19
FL36849,LAX-SF,2023-03-12,A321,150,253.08
FL36850,NYC-LAX,2023-06-18,A320,180,347.68
FL36851,NYC-CHI,2023-07-13,A321,180,369.17
FL36852,LAX-SF,2023-11-27,A321,150,251.99
FL36853,CHI-MIA,2023-09-12,B737,150,261.42
FL36854,NYC-BOS,2023-03-31,A321,180,276.11
FL36855,NYC-CHI,2023-03-07,A320,180,247.94
FL36856,NYC-CHI,2023-12-12,A321,150,255.99
FL36857,NYC-CHI,2023-08-19,A320,150,335.28
FL36858,NYC-LAX,2023-03-13,A321,150,379.63
FL36859,NYC-LAX,2023-03-11,A321,150,422.5
FL36860,NYC-CHI,2023-08-02,A320,180,320.62
FL36861,CHI-MIA,2023-05-14,B737,150,236.17
FL36862,LAX-SF,2023-05-12,A320,180,247.16
FL36863,CHI-MIA,2023-05-13,A320,220,233.91
FL36864,LAX-SF,2023-03-07,B737,220,221.73
FL36865,NYC-CHI,2023-02-24,A321,180,365.6
FL36866,CHI-MIA,2023-01-01,A321,180,250.95
FL36867,NYC-CHI,2023-12-19,A321,150,231.4
FL36868,NYC-CHI,2023-07-17,B737,180,330.71
FL36869,LAX-SF,2023-07-22,B737,220,289.15
FL36870,NYC-BOS,2023-08-05,A320,220,221.14
FL36871,NYC-CHI,2023-01-03,A320,150,226.1
FL36872,LAX-SF,2023-07-26,B737,150,202.79
FL36873,LAX-SF,2023-12-26,B737,150,244.77
FL36874,CHI-MIA,2023-11-30,A321,180,227.62
FL36875,CHI-MIA,2023-05-20,B737,150,179.57
FL36876,CHI-MIA,2023-07-11,A321,220,267.39
FL36877,NYC-LAX,2023-08-07,A321,220,435.98
FL36878,NYC-CHI,2023-12-15,A320,180,365.74
FL36879,NYC-LAX,2023-12-19,A320,220,363.7
FL36880,NYC-LAX,2023-09-01,A321,150,425.38
FL36881,NYC-BOS,2023-03-26,A320,180,261.72
FL36882,NYC-CHI,2023-10-12,A321,220,300.22
FL36883,NYC-BOS,2023-05-30,B737,150,190.54
FL36884,NYC-BOS,2023-09-12,A320,180,256.28
FL36885,NYC-CHI,2023-01-03,A321,150,318.02
FL36886,LAX-SF,2023-12-07,B737,180,271.79
FL36887,NYC-BOS,2023-10-05,A321,180,217.15
FL36888,LAX-SF,2023-01-31,B737,180,205.29
FL36889,NYC-BOS,2023-03-02,A320,150,211.44
FL36890,NYC-CHI,2023-03-15,A320,150,290.25
FL36891,NYC-LAX,2023-10-04,B737,180,332.37
FL36892,CHI-MIA,2023-04-25,B737,220,211.84
FL36893,CHI-MIA,2023-06-28,A321,180,209.53
FL36894,CHI-MIA,2023-07-01,B737,150,274.3
FL36895,NYC-BOS,2023-09-02,A320,220,223.92
FL36896,LAX-SF,2023-03-08,A320,150,227.04
FL36897,NYC-LAX,2023-08-16,B737,180,383.58
FL36898,LAX-SF,2023-10-19,A321,220,191.88
FL36899,LAX-SF,2023-06-13,A321,180,201.01
FL36900,NYC-BOS,2023-05-26,A321,220,240.34
FL36901,NYC-LAX,2023-09-10,B737,220,491.87
FL36902,CHI-MIA,2023-03-06,A320,180,207.23
FL36903,NYC-LAX,2023-10-06,A321,220,450.9
FL36904,CHI-MIA,2023-01-25,A321,220,212.15
FL36905,NYC-BOS,2023-08-25,A321,180,281.0
FL36906,LAX-SF,2023-09-20,B737,150,265.41
FL36907,LAX-SF,2023-03-10,B737,220,317.31
FL36908,LAX-SF,2023-06-14,A321,150,231.84
FL36909,NYC-BOS,2023-01-10,B737,150,267.91
FL36910,CHI-MIA,2023-10-26,A321,220,226.61
FL36911,NYC-LAX,2023-07-25,A321,180,445.59
FL36912,NYC-BOS,2023-09-12,B737,220,216.31
FL36913,NYC-LAX,2023-06-24,B737,220,392.16
FL36914,LAX-SF,2023-05-22,B737,180,261.28
FL36915,NYC-LAX,2023-12-02,B737,150,497.45
FL36916,LAX-SF,2023-06-01,A320,180,229.92
FL36917,LAX-SF,2023-05-14,A321,220,227.2
FL36918,NYC-BOS,2023-03-25,A320,180,244.21
FL36919,CHI-MIA,2023-05-30,A321,220,276.65
FL36920,CHI-MIA,2023-12-17,A320,220,240.5
FL36921,NYC-CHI,2023-11-29,B737,220,256.38
FL36922,NYC-BOS,2023-07-12,B737,220,215.28
FL36923,LAX-SF,2023-09-30,A321,180,239.17
FL36924,LAX-SF,2023-10-02,B737,220,222.38
FL36925,CHI-MIA,2023-10-28,A320,150,307.06
FL36926,CHI-MIA,2023-02-27,B737,180,316.73
FL36927,NYC-LAX,2023-10-03,A320,150,381.56
FL36928,NYC-LAX,2023-09-27,B737,220,418.29
FL36929,LAX-SF,2023-03-07,A320,180,298.74
FL36930,NYC-LAX,2023-09-07,A321,180,391.66
FL36931,NYC-BOS,2023-08-30,A321,180,226.77
FL36932,LAX-SF,2023-10-29,A320,150,236.32
FL36933,LAX-SF,2023-01-26,B737,180,201.68
FL36934,CHI-MIA,2023-11-22,A320,180,266.96
FL36935,NYC-LAX,2023-02-22,B737,180,395.68
FL36936,NYC-CHI,2023-01-15,A320,150,226.4
FL36937,NYC-BOS,2023-07-11,B737,150,256.38
FL36938,NYC-BOS,2023-12-26,A320,220,203.76
FL36939,NYC-BOS,2023-04-07,B737,180,255.57
FL36940,NYC-CHI,2023-10-06,A320,150,320.01
FL36941,NYC-CHI,2023-01-06,A321,180,255.64
FL36942,CHI-MIA,2023-05-03,A320,220,275.04
FL36943,NYC-BOS,2023-04-27,A320,220,267.69
FL36944,CHI-MIA,2023-07-28,A321,220,257.15
FL36945,CHI-MIA,2023-07-27,A321,220,261.83
FL36946,CHI-MIA,2023-02-17,A321,180,264.21
FL36947,LAX-SF,2023-06-06,A321,220,237.08
FL36948,NYC-LAX,2023-10-22,B737,180,480.63
FL36949,NYC-CHI,2023-05-18,A321,180,259.73
FL36950,LAX-SF,2023-11-14,A321,220,274.51
FL36951,NYC-LAX,2023-07-28,A321,180,314.54
FL36952,CHI-MIA,2023-02-22,A320,220,190.71
FL36953,LAX-SF,2023-06-21,A321,180,270.08
FL36954,NYC-CHI,2023-10-24,B737,150,287.13
FL36955,CHI-MIA,2023-11-23,A320,180,242.31
FL36956,NYC-BOS,2023-12-29,B737,220,290.98
FL36957,NYC-CHI,2023-10-20,B737,220,361.66
FL36958,NYC-LAX,2023-06-19,B737,220,412.18
FL36959,NYC-LAX,2023-12-26,A320,220,348.79
FL36960,NYC-LAX,2023-10-22,A321,150,425.88
FL36961,LAX-SF,2023-07-28,B737,180,281.86
FL36962,LAX-SF,2023-04-06,A320,180,246.43
FL36963,CHI-MIA,2023-08-26,B737,150,244.7
FL36964,NYC-CHI,2023-02-06,A321,220,315.13
FL36965,NYC-CHI,2023-06-27,B737,180,321.74
FL36966,NYC-LAX,2023-08-29,A320,220,417.8
FL36967,NYC-CHI,2023-05-16,A321,150,264.51
FL36968,NYC-LAX,2023-09-17,B737,220,434.69
FL36969,NYC-LAX,2023-06-30,B737,180,452.04
FL36970,LAX-SF,2023-06-30,A321,150,225.24
FL36971,NYC-BOS,2023-04-29,A320,220,220.64
FL36972,LAX-SF,2023-05-24,A321,180,302.79
FL36973,NYC-CHI,2023-07-23,A320,220,293.12
FL36974,CHI-MIA,2023-06-15,A321,150,238.58
FL36975,LAX-SF,2023-04-26,A321,180,258.92
FL36976,CHI-MIA,2023-03-07,B737,220,228.68
FL36977,NYC-LAX,2023-07-05,A320,150,405.53
FL36978,NYC-CHI,2023-04-13,B737,220,353.02
FL36979,CHI-MIA,2023-09-24,B737,150,243.31
FL36980,LAX-SF,2023-10-26,A321,150,220.77
FL36981,NYC-LAX,2023-06-04,B737,220,407.59
FL36982,NYC-CHI,2023-10-15,B737,150,318.1
FL36983,NYC-CHI,2023-09-02,B737,150,236.37
FL36984,NYC-BOS,2023-08-18,A320,220,247.19
FL36985,NYC-BOS,2023-02-20,A320,220,304.1
FL36986,NYC-BOS,2023-03-01,B737,150,242.58
FL36987,NYC-CHI,2023-08-13,A321,180,278.42
FL36988,CHI-MIA,2023-07-30,A320,220,250.98
FL36989,NYC-LAX,2023-11-08,B737,150,372.89
FL36990,NYC-LAX,2023-04-24,A321,220,421.18
FL36991,NYC-BOS,2023-05-29,B737,220,264.33
FL36992,CHI-MIA,2023-12-31,A321,180,215.85
FL36993,CHI-MIA,2023-03-09,B737,180,244.32
FL36994,NYC-BOS,2023-08-28,B737,220,273.84
FL36995,NYC-CHI,2023-10-03,A320,150,336.69
FL36996,LAX-SF,2023-06-13,A321,150,283.58
FL36997,LAX-SF,2023-04-06,A321,220,214.73
FL36998,CHI-MIA,2023-06-12,A321,220,247.31
FL36999,LAX-SF,2023-05-03,A320,180,266.42
FL37000,LAX-SF,2023-03-22,A321,180,228.46
FL37001,NYC-LAX,2023-05-20,A321,150,338.9
FL37002,LAX-SF,2023-02-10,A321,220,247.8
FL37003,NYC-LAX,2023-03-03,A321,150,460.06
FL37004,CHI-MIA,2023-12-28,A320,220,233.01
FL37005,NYC-LAX,2023-04-07,B737,150,412.24
FL37006,NYC-BOS,2023-03-21,A321,180,218.71
FL37007,NYC-LAX,2023-04-29,B737,150,430.43
FL37008,NYC-LAX,2023-04-30,A321,150,456.41
FL37009,NYC-LAX,2023-11-19,A321,150,416.35
FL37010,NYC-CHI,2023-08-23,A320,150,310.7
FL37011,NYC-CHI,2023-08-07,A320,220,307.36
FL37012,NYC-LAX,2023-10-18,B737,180,391.52
FL37013,NYC-LAX,2023-10-22,A320,220,415.56
FL37014,NYC-LAX,2023-03-01,B737,220,389.49
FL37015,CHI-MIA,2023-07-11,B737,180,276.5
FL37016,NYC-LAX,2023-03-24,B737,150,391.06
FL37017,NYC-BOS,2023-05-31,A320,220,288.66
FL37018,LAX-SF,2023-09-01,B737,220,265.12
FL37019,CHI-MIA,2023-04-05,B737,150,218.4
FL37020,CHI-MIA,2023-04-06,B737,150,256.96
FL37021,NYC-BOS,2023-12-15,A321,150,296.38
FL37022,NYC-BOS,2023-05-29,A320,180,279.91
FL37023,CHI-MIA,2023-07-15,B737,150,321.59
FL37024,LAX-SF,2023-07-16,A320,180,221.62
FL37025,LAX-SF,2023-01-27,A320,180,297.73
FL37026,NYC-BOS,2023-09-02,A320,220,220.12
FL37027,NYC-CHI,2023-05-09,B737,220,313.07
FL37028,NYC-LAX,2023-01-10,B737,180,414.02
FL37029,NYC-CHI,2023-12-20,A320,180,266.95
FL37030,CHI-MIA,2023-05-03,A321,180,255.7
FL37031,NYC-BOS,2023-10-23,B737,150,254.32
FL37032,LAX-SF,2023-05-22,B737,150,257.88
FL37033,CHI-MIA,2023-06-05,B737,180,272.64
FL37034,CHI-MIA,2023-03-12,A320,150,218.17
FL37035,NYC-BOS,2023-07-09,B737,180,256.75
FL37036,LAX-SF,2023-10-13,B737,220,207.07
FL37037,NYC-CHI,2023-05-28,A321,180,265.68
FL37038,CHI-MIA,2023-01-09,A320,180,277.23
FL37039,NYC-CHI,2023-09-29,B737,220,236.94
FL37040,LAX-SF,2023-04-06,A320,150,179.25
FL37041,LAX-SF,2023-03-16,A321,150,217.33
FL37042,CHI-MIA,2023-05-19,A320,150,293.33
FL37043,NYC-CHI,2023-01-06,A320,220,296.95
FL37044,NYC-CHI,2023-04-28,A320,180,262.82
FL37045,NYC-LAX,2023-08-31,A320,150,399.44
FL37046,NYC-BOS,2023-05-16,A320,150,265.42
FL37047,CHI-MIA,2023-08-06,A320,180,227.31
FL37048,NYC-LAX,2023-04-25,A321,220,374.51
FL37049,NYC-LAX,2023-06-12,A321,150,423.69
FL37050,LAX-SF,2023-01-20,A321,150,257.73
FL37051,NYC-CHI,2023-08-31,A321,220,270.94
FL37052,CHI-MIA,2023-03-26,A321,150,221.35
FL37053,CHI-MIA,2023-03-01,B737,180,215.6
FL37054,CHI-MIA,2023-04-01,A321,180,221.28
FL37055,LAX-SF,2023-09-09,A320,180,266.73
FL37056,CHI-MIA,2023-06-08,A320,220,234.87
FL37057,CHI-MIA,2023-09-18,B737,220,209.88
FL37058,NYC-CHI,2023-05-22,B737,180,278.74
FL37059,NYC-BOS,2023-06-13,B737,220,249.88
FL37060,NYC-BOS,2023-09-20,A320,220,278.35
FL37061,CHI-MIA,2023-02-22,A320,220,236.63
FL37062,NYC-CHI,2023-09-23,A321,220,163.68
FL37063,CHI-MIA,2023-07-01,A320,150,234.93
FL37064,CHI-MIA,2023-10-27,B737,220,202.87
FL37065,NYC-BOS,2023-06-04,B737,150,195.02
FL37066,LAX-SF,2023-02-23,B737,150,235.87
FL37067,NYC-BOS,2023-12-03,A321,180,250.02
FL37068,NYC-CHI,2023-09-21,A321,150,229.27
FL37069,NYC-BOS,2023-08-09,A321,180,200.02
FL37070,NYC-CHI,2023-01-04,A320,180,329.99
FL37071,NYC-CHI,2023-03-09,A320,150,308.3
FL37072,NYC-BOS,2023-07-26,A321,180,222.68
FL37073,NYC-CHI,2023-03-19,B737,150,276.95
FL37074,NYC-LAX,2023-03-30,A320,150,334.19
FL37075,LAX-SF,2023-03-28,B737,180,182.13
FL37076,NYC-CHI,2023-02-28,A320,150,237.48
FL37077,NYC-CHI,2023-05-19,A320,180,289.35
FL37078,LAX-SF,2023-06-18,A321,180,267.46
FL37079,NYC-LAX,2023-08-12,B737,220,388.28
FL37080,LAX-SF,2023-08-16,A321,220,241.18
FL37081,NYC-BOS,2023-05-17,A320,220,266.83
FL37082,NYC-BOS,2023-10-09,A321,150,271.77
FL37083,CHI-MIA,2023-06-02,A320,150,271.6
FL37084,NYC-LAX,2023-01-19,B737,220,265.86
FL37085,NYC-CHI,2023-05-22,A320,150,245.0
FL37086,NYC-BOS,2023-08-03,B737,220,211.23
FL37087,LAX-SF,2023-10-14,A320,150,269.39
FL37088,LAX-SF,2023-02-24,A321,220,296.79
FL37089,NYC-CHI,2023-05-06,A320,180,356.46
FL37090,CHI-MIA,2023-10-05,B737,180,252.52
FL37091,NYC-BOS,2023-12-10,A320,220,262.24
FL37092,NYC-CHI,2023-09-14,A321,150,273.75
FL37093,NYC-LAX,2023-05-18,B737,180,362.59
FL37094,CHI-MIA,2023-12-16,A320,150,216.35
FL37095,LAX-SF,2023-10-23,A320,150,260.34
FL37096,NYC-LAX,2023-11-10,A321,180,341.63
FL37097,NYC-LAX,2023-07-01,A321,180,341.28
FL37098,LAX-SF,2023-11-14,A321,150,247.71
FL37099,LAX-SF,2023-07-17,B737,150,204.83
FL37100,CHI-MIA,2023-10-25,B737,220,221.13
FL37101,LAX-SF,2023-12-31,A320,180,270.79
FL37102,NYC-LAX,2023-01-14,B737,150,498.39
FL37103,CHI-MIA,2023-03-12,A320,180,232.73
FL37104,NYC-LAX,2023-05-27,B737,150,462.95
FL37105,NYC-LAX,2023-11-16,B737,180,344.92
FL37106,NYC-BOS,2023-01-12,A321,220,176.46
FL37107,NYC-LAX,2023-04-19,A321,150,509.85
FL37108,CHI-MIA,2023-02-22,A320,220,259.77
FL37109,NYC-LAX,2023-10-30,A321,150,397.37
FL37110,NYC-BOS,2023-08-08,B737,150,256.25
FL37111,CHI-MIA,2023-06-09,A321,220,294.71
FL37112,NYC-BOS,2023-01-05,A320,150,277.0
FL37113,NYC-CHI,2023-02-08,A321,180,312.11
FL37114,NYC-LAX,2023-06-23,A321,220,346.38
FL37115,NYC-BOS,2023-09-26,A320,150,229.67
FL37116,LAX-SF,2023-06-07,A320,180,232.2
FL37117,CHI-MIA,2023-06-27,A321,180,199.68
FL37118,NYC-CHI,2023-11-06,B737,180,288.29
FL37119,NYC-LAX,2023-04-08,A320,180,387.11
FL37120,NYC-BOS,2023-04-07,A320,180,275.48
FL37121,NYC-LAX,2023-08-31,A320,180,427.38
FL37122,LAX-SF,2023-06-09,B737,150,250.19
FL37123,LAX-SF,2023-07-01,A320,150,267.67
FL37124,CHI-MIA,2023-03-26,A320,220,222.81
FL37125,NYC-CHI,2023-01-25,A321,180,341.93
FL37126,NYC-LAX,2023-09-05,A321,180,357.87
FL37127,NYC-BOS,2023-09-14,A321,220,248.95
FL37128,NYC-LAX,2023-02-19,A320,220,416.98
FL37129,NYC-BOS,2023-11-10,B737,220,249.42
FL37130,LAX-SF,2023-07-14,A321,150,290.31
FL37131,LAX-SF,2023-10-29,A321,220,229.62
FL37132,LAX-SF,2023-08-09,A320,220,272.18
FL37133,NYC-BOS,2023-07-20,A321,180,289.79
FL37134,CHI-MIA,2023-04-24,A320,180,284.76
FL37135,NYC-LAX,2023-07-20,B737,180,426.89
FL37136,NYC-LAX,2023-01-03,A321,220,511.93
FL37137,CHI-MIA,2023-08-02,B737,220,206.79
FL37138,LAX-SF,2023-03-17,A320,220,248.24
FL37139,CHI-MIA,2023-08-18,A320,150,213.69
FL37140,CHI-MIA,2023-06-17,B737,180,163.59
FL37141,NYC-CHI,2023-05-25,A320,150,352.3
FL37142,NYC-CHI,2023-01-23,A320,180,267.67
FL37143,NYC-BOS,2023-03-12,B737,220,235.34
FL37144,NYC-CHI,2023-11-07,A321,150,302.08
FL37145,NYC-BOS,2023-08-21,A321,180,224.33
FL37146,CHI-MIA,2023-11-19,A321,220,217.35
FL37147,NYC-CHI,2023-11-26,B737,150,320.74
FL37148,NYC-LAX,2023-01-19,A320,220,426.88
FL37149,NYC-CHI,2023-11-06,A321,180,386.49
FL37150,LAX-SF,2023-09-22,A321,150,301.4
FL37151,NYC-BOS,2023-02-04,A320,150,225.4
FL37152,CHI-MIA,2023-05-24,A321,220,251.97
FL37153,CHI-MIA,2023-07-29,B737,150,268.98
FL37154,NYC-CHI,2023-05-21,A321,180,280.15
FL37155,NYC-LAX,2023-06-23,A320,180,473.73
FL37156,LAX-SF,2023-05-26,A321,150,263.43
FL37157,LAX-SF,2023-11-16,A320,220,245.85
FL37158,NYC-BOS,2023-04-28,A321,180,258.6
FL37159,NYC-BOS,2023-03-19,A320,150,220.53
FL37160,LAX-SF,2023-07-15,A321,180,234.66
FL37161,NYC-BOS,2023-04-19,B737,180,245.17
FL37162,LAX-SF,2023-06-05,B737,180,218.05
FL37163,NYC-LAX,2023-03-02,A320,150,437.16
FL37164,NYC-LAX,2023-01-17,A320,220,364.78
FL37165,CHI-MIA,2023-02-15,B737,180,285.69
FL37166,NYC-CHI,2023-10-20,A321,150,323.81
FL37167,NYC-CHI,2023-02-15,A320,220,355.79
FL37168,NYC-BOS,2023-03-20,B737,180,253.2
FL37169,NYC-LAX,2023-07-08,B737,220,516.75
FL37170,NYC-BOS,2023-10-21,A320,220,225.42
FL37171,LAX-SF,2023-04-20,A321,150,264.75
FL37172,CHI-MIA,2023-10-06,B737,220,180.99
FL37173,NYC-LAX,2023-04-23,A320,220,326.28
FL37174,NYC-BOS,2023-03-24,B737,180,236.15
FL37175,NYC-LAX,2023-01-03,A320,180,392.42
FL37176,NYC-LAX,2023-09-01,A320,220,517.25
FL37177,CHI-MIA,2023-08-22,A320,220,264.71
FL37178,NYC-LAX,2023-10-16,A321,150,417.59
FL37179,LAX-SF,2023-04-18,A321,150,289.6
FL37180,NYC-LAX,2023-01-03,A321,220,365.21
FL37181,NYC-BOS,2023-05-13,B737,150,296.91
FL37182,NYC-LAX,2023-06-20,A321,220,404.19
FL37183,LAX-SF,2023-03-13,A321,150,232.66
FL37184,CHI-MIA,2023-02-03,A320,150,300.0
FL37185,NYC-CHI,2023-04-15,B737,150,276.16
FL37186,CHI-MIA,2023-08-16,A320,150,277.07
FL37187,NYC-LAX,2023-05-12,A320,220,467.95
FL37188,NYC-CHI,2023-03-09,B737,150,342.65
FL37189,NYC-CHI,2023-09-05,A320,150,278.72
FL37190,LAX-SF,2023-12-28,B737,220,238.57
FL37191,NYC-BOS,2023-02-19,A321,180,292.79
FL37192,NYC-BOS,2023-02-16,B737,180,279.63
FL37193,LAX-SF,2023-10-24,A321,220,230.93
FL37194,NYC-CHI,2023-06-12,A321,150,219.98
FL37195,NYC-BOS,2023-03-07,B737,220,299.16
FL37196,NYC-LAX,2023-10-30,B737,180,361.67
FL37197,NYC-CHI,2023-10-29,A320,220,283.45
FL37198,CHI-MIA,2023-05-26,B737,220,260.77
FL37199,LAX-SF,2023-03-04,A321,220,267.67
